CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
31669513134657	Placer	Western Placer Unified	Lincoln High	116	3	18	0	14	12	217	1	0	381	1617
31750850000001	Placer	Rocklin Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1617
31750850108084	Placer	Rocklin Unified	Whitney High	52	2	36	0	20	9	289	32	0	440	1617
31750850119487	Placer	Rocklin Unified	Western Sierra Collegiate Academy	13	0	12	0	4	2	68	9	0	108	1617
31750850128561	Placer	Rocklin Unified	Rocklin Independent Charter Academy	6	1	1	0	2	0	33	0	1	44	1617
31750853130150	Placer	Rocklin Unified	Rocklin High	71	4	26	1	13	5	298	29	0	447	1617
31750853130200	Placer	Rocklin Unified	Victory High	9	1	0	0	0	0	34	2	3	49	1617
32103220100057	Plumas	Plumas County Office of Education	Plumas County Community	0	0	0	0	0	0	1	0	0	1	1617
32669693230042	Plumas	Plumas Unified	Beckwourth (Jim) High (Continuation)	2	1	0	0	0	0	0	0	0	3	1617
32669693230083	Plumas	Plumas Unified	Plumas Charter	5	1	0	0	0	1	31	2	1	41	1617
32669693232006	Plumas	Plumas Unified	Chester Junior/Senior High	1	0	0	0	1	0	13	1	0	16	1617
32669693233509	Plumas	Plumas Unified	Greenville Junior/Senior High	0	5	0	0	0	0	8	0	0	13	1617
32669693235603	Plumas	Plumas Unified	Portola Junior/Senior High	7	1	0	0	0	0	24	3	0	35	1617
32669693236007	Plumas	Plumas Unified	Quincy Junior/Senior High	1	1	0	0	0	0	38	1	0	41	1617
33103300110833	Riverside	Riverside County Office of Education	River Springs Charter	51	2	2	0	3	8	77	5	0	148	1617
33103300125237	Riverside	Riverside County Office of Education	Riverside County Education Academy	24	0	0	0	0	2	3	0	0	29	1617
33103300128397	Riverside	Riverside County Office of Education	Come Back Kids	146	2	2	2	1	16	36	4	1	210	1617
33103300128777	Riverside	Riverside County Office of Education	Gateway College and Career Academy	27	0	1	0	1	1	18	4	0	52	1617
33103300134320	Riverside	Riverside County Office of Education	Riverside County Education Academy - Indio	4	0	0	0	0	0	0	0	0	4	1617
33103303330123	Riverside	Riverside County Office of Education	Riverside County Juvenile Court	14	0	0	0	0	5	10	0	0	29	1617
33103303331055	Riverside	Riverside County Office of Education	Riverside County Community	28	0	0	1	0	8	8	1	0	46	1617
33103306069207	Riverside	Riverside County Office of Education	Riverside County Special Education	3	0	0	0	0	1	1	0	0	5	1617
33316253330834	Riverside	California School for the Deaf-Riverside (State Sp	California School for the Deaf-Riverside	25	0	1	1	1	0	2	0	0	30	1617
33669770000001	Riverside	Alvord Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	1	1	1617
33669770125732	Riverside	Alvord Unified	Hillcrest High	283	1	30	2	14	40	67	5	0	442	1617
33669770135061	Riverside	Alvord Unified	Alvord Alternative Continuation High	73	0	0	1	0	1	4	0	0	79	1617
33669773330008	Riverside	Alvord Unified	La Sierra High	315	1	20	1	8	16	36	5	0	402	1617
33669773334299	Riverside	Alvord Unified	Norte Vista High	396	2	8	3	2	10	33	0	0	454	1617
33669773337128	Riverside	Alvord Unified	Alvord Continuation High	63	0	2	1	0	4	7	1	0	78	1617
33669853330214	Riverside	Banning Unified	Banning High	138	6	18	1	5	21	15	3	0	207	1617
33669853330222	Riverside	Banning Unified	New Horizon High	7	0	0	0	0	0	3	0	0	10	1617
33669853330974	Riverside	Banning Unified	Banning Independent Study	3	0	0	1	0	0	3	0	0	7	1617
33669930000001	Riverside	Beaumont Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	0	0	0	1	1617
33669930129882	Riverside	Beaumont Unified	21st Century Learning Institute	11	0	0	0	1	3	11	1	0	27	1617
33669933330479	Riverside	Beaumont Unified	Beaumont Senior High	287	7	26	0	25	36	203	15	0	599	1617
33669933330842	Riverside	Beaumont Unified	Glen View High	33	0	0	0	0	4	14	0	0	51	1617
33670330110106	Riverside	Corona-Norco Unified	Orange Grove High	23	0	0	0	1	1	4	0	0	29	1617
33670330110627	Riverside	Corona-Norco Unified	Eleanor Roosevelt High	430	1	132	9	49	120	152	6	6	905	1617
33670330110759	Riverside	Corona-Norco Unified	John F. Kennedy High	83	0	27	0	11	10	59	5	1	196	1617
33670333330131	Riverside	Corona-Norco Unified	Corona-Norco Alternative	30	0	0	0	1	0	23	3	1	58	1617
33670333330446	Riverside	Corona-Norco Unified	Centennial High	376	1	79	5	27	74	147	15	2	726	1617
33670333330586	Riverside	Corona-Norco Unified	Lee V. Pollard High	191	1	5	1	3	11	58	6	4	280	1617
33670333330602	Riverside	Corona-Norco Unified	Corona Vista High	3	0	0	0	0	0	0	0	0	3	1617
33670333330701	Riverside	Corona-Norco Unified	Santiago High	291	4	77	0	25	51	377	5	4	834	1617
33670333331600	Riverside	Corona-Norco Unified	Corona High	393	3	23	1	10	14	130	1	0	575	1617
33670333334232	Riverside	Corona-Norco Unified	Norco High	241	1	9	3	7	8	204	2	3	478	1617
33670580114504	Riverside	Desert Sands Unified	Summit High (Continuation)	62	1	1	0	0	2	26	1	0	93	1617
33670580118885	Riverside	Desert Sands Unified	Shadow Hills High	355	1	4	1	5	11	64	0	2	443	1617
33670583330388	Riverside	Desert Sands Unified	Palm Desert High	193	4	27	2	8	9	210	0	8	461	1617
33670583330669	Riverside	Desert Sands Unified	La Quinta High	352	1	18	0	7	17	144	0	4	543	1617
33670583330909	Riverside	Desert Sands Unified	Horizon	36	0	0	0	2	1	26	1	3	69	1617
33670583331113	Riverside	Desert Sands Unified	Amistad High (Continuation)	99	0	0	0	0	3	4	1	0	107	1617
33670583333192	Riverside	Desert Sands Unified	Indio High	397	2	1	0	1	4	11	0	1	417	1617
33670820106716	Riverside	Hemet Unified	Hamilton High	31	5	0	2	0	2	34	1	0	75	1617
33670820113159	Riverside	Hemet Unified	Tahquitz High	183	2	3	1	5	32	68	11	0	305	1617
33670820120675	Riverside	Hemet Unified	Western Center Academy	11	0	1	0	2	1	8	3	0	26	1617
33670820128363	Riverside	Hemet Unified	College Prep High	10	0	0	0	1	1	7	0	0	19	1617
33670820132167	Riverside	Hemet Unified	Aspire Community Day	0	0	1	0	0	2	2	1	0	6	1617
33670823330065	Riverside	Hemet Unified	Alessandro High	88	3	0	1	0	25	28	12	0	157	1617
33670823330503	Riverside	Hemet Unified	Helen Hunt Jackson College Prep High School	35	1	0	0	0	5	27	4	0	72	1617
33670823330537	Riverside	Hemet Unified	West Valley High	203	3	3	3	12	32	75	13	0	344	1617
33670823332673	Riverside	Hemet Unified	Hemet High	227	0	12	1	5	31	219	13	0	508	1617
33670900000001	Riverside	Jurupa Unified	Nonpublic, Nonsectarian Schools	4	0	0	0	0	1	0	0	0	5	1617
33670900114157	Riverside	Jurupa Unified	Patriot High	402	0	10	1	2	19	69	4	0	507	1617
33670900127720	Riverside	Jurupa Unified	Rivercrest Preparatory	14	1	0	0	1	0	5	0	0	21	1617
33670903330412	Riverside	Jurupa Unified	Jurupa Valley High	297	1	2	0	0	7	33	3	1	344	1617
33670903334687	Riverside	Jurupa Unified	Nueva Vista Continuation High	182	0	0	0	0	11	19	0	0	212	1617
33670903337136	Riverside	Jurupa Unified	Rubidoux High	279	1	2	0	2	8	11	1	0	304	1617
33671160109843	Riverside	Menifee Union Elementary	Santa Rosa Academy	46	0	3	4	0	4	49	3	0	109	1617
33671240000001	Riverside	Moreno Valley Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	5	1	0	0	6	1617
33671240105940	Riverside	Moreno Valley Unified	Alessandro	1	0	0	0	0	0	0	0	0	1	1617
33671240128868	Riverside	Moreno Valley Unified	Moreno Valley Online Academy	34	1	0	1	1	11	6	1	0	55	1617
33671243330396	Riverside	Moreno Valley Unified	Canyon Springs High	286	3	17	4	15	64	62	4	0	455	1617
33671243330438	Riverside	Moreno Valley Unified	Valley View High	364	2	18	4	16	79	56	6	0	545	1617
33671243330685	Riverside	Moreno Valley Unified	Moreno Valley Community Learning Center	2	0	0	0	0	0	0	0	0	2	1617
33671243330800	Riverside	Moreno Valley Unified	Bayside Community Day	41	0	1	2	2	13	2	1	0	62	1617
33671243331071	Riverside	Moreno Valley Unified	Vista del Lago High	279	1	7	0	15	57	29	5	0	393	1617
33671243333762	Riverside	Moreno Valley Unified	March Mountain High	65	0	0	1	0	21	6	2	0	95	1617
33671243333770	Riverside	Moreno Valley Unified	Moreno Valley High	372	2	6	4	6	54	23	5	0	472	1617
33671570125245	Riverside	Nuview Union	Pivot Charter School Riverside II	4	0	0	1	0	0	4	1	0	10	1617
33671573331014	Riverside	Nuview Union	Nuview Bridge Early College High	96	0	1	0	0	3	14	3	2	119	1617
33671730127316	Riverside	Palm Springs Unified	Rancho Mirage High	295	3	6	2	15	11	73	2	0	407	1617
33671730133090	Riverside	Palm Springs Unified	Desert Learning Academy	13	0	0	0	0	4	11	1	0	29	1617
33671733330578	Riverside	Palm Springs Unified	Cathedral City High	235	0	1	0	5	13	15	1	0	270	1617
33671733330818	Riverside	Palm Springs Unified	Desert Hot Springs High	252	2	3	2	3	26	32	3	0	323	1617
33671733331121	Riverside	Palm Springs Unified	Mt. San Jacinto High	117	0	0	0	2	7	7	3	0	136	1617
33671733335130	Riverside	Palm Springs Unified	Palm Springs High	228	5	8	1	19	39	85	4	0	389	1617
33671813331139	Riverside	Palo Verde Unified	Twin Palms Continuation	56	0	0	1	0	5	12	0	2	76	1617
33671813335759	Riverside	Palo Verde Unified	Palo Verde High	97	1	0	0	1	10	43	0	0	152	1617
33672070000001	Riverside	Perris Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1617
33672070101170	Riverside	Perris Union High	California Military Institute	93	0	2	1	1	5	6	1	0	109	1617
33672070113191	Riverside	Perris Union High	Heritage High	358	0	8	3	16	40	119	25	0	569	1617
33672073330172	Riverside	Perris Union High	Perris Lake High (Continuation)	165	0	0	0	1	13	31	5	1	216	1617
33672073330727	Riverside	Perris Union High	Paloma Valley High	302	1	17	2	25	37	182	25	0	591	1617
33672073335973	Riverside	Perris Union High	Perris High	402	1	1	1	3	32	10	6	0	456	1617
33672150000001	Riverside	Riverside Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	0	2	1	0	0	4	1617
33672150115709	Riverside	Riverside Unified	Riverside Virtual	5	0	1	0	0	2	16	0	1	25	1617
33672150131359	Riverside	Riverside Unified	Riverside STEM Academy	18	0	5	0	2	1	16	0	0	42	1617
33672153330024	Riverside	Riverside Unified	Arlington High	264	2	14	4	5	24	77	3	3	396	1617
33672153330362	Riverside	Riverside Unified	Summit View Independent Study	53	1	1	1	2	7	31	3	0	99	1617
33672153330511	Riverside	Riverside Unified	Opportunity Program	5	0	1	0	0	1	1	0	1	9	1617
33672153330677	Riverside	Riverside Unified	Raincross High (Continuation)	23	0	1	0	0	5	13	0	0	42	1617
33672153330859	Riverside	Riverside Unified	Martin Luther King Jr. High	227	1	57	6	26	84	333	13	8	755	1617
33672153334406	Riverside	Riverside Unified	John W. North High	304	2	22	1	7	60	42	5	3	446	1617
33672153336237	Riverside	Riverside Unified	Polytechnic High	314	2	15	3	4	33	192	5	0	568	1617
33672153336492	Riverside	Riverside Unified	Ramona High	368	2	5	1	1	22	62	2	2	465	1617
33672153336955	Riverside	Riverside Unified	Abraham Lincoln Continuation	71	0	1	0	0	5	5	1	0	83	1617
33672490000001	Riverside	San Jacinto Unified	Nonpublic, Nonsectarian Schools	1	0	0	0	0	0	0	0	0	1	1617
33672493331006	Riverside	San Jacinto Unified	Mountain Heights Academy	34	2	0	0	0	7	17	3	0	63	1617
33672493337649	Riverside	San Jacinto Unified	Mountain View High	66	2	0	0	1	6	14	3	0	92	1617
33672493337656	Riverside	San Jacinto Unified	San Jacinto High	323	6	6	3	10	33	53	10	0	444	1617
33672496114748	Riverside	San Jacinto Unified	San Jacinto Valley Academy	31	0	0	0	1	3	16	1	0	52	1617
33736760100255	Riverside	Coachella Valley Unified	Desert Mirage High	340	3	1	0	0	0	4	0	0	348	1617
33736760121673	Riverside	Coachella Valley Unified	NOVA Academy - Coachella	32	0	0	0	0	0	0	0	0	32	1617
33736763330032	Riverside	Coachella Valley Unified	La Familia Continuation High	44	0	0	0	0	0	0	0	0	44	1617
33736763330354	Riverside	Coachella Valley Unified	West Shores High	52	0	0	0	0	0	4	0	1	57	1617
33736763330990	Riverside	Coachella Valley Unified	Coachella Valley High	515	0	1	0	2	0	1	0	3	522	1617
33751760107920	Riverside	Lake Elsinore Unified	Lakeside High	301	0	10	0	5	13	83	19	0	431	1617
33751760116343	Riverside	Lake Elsinore Unified	Keith McCarthy Academy	10	1	0	0	0	2	23	3	0	39	1617
33751763330115	Riverside	Lake Elsinore Unified	Ortega High	75	0	1	0	1	3	23	6	0	109	1617
33751763330487	Riverside	Lake Elsinore Unified	Temescal Canyon High	180	2	10	2	9	15	172	26	0	416	1617
33751763332350	Riverside	Lake Elsinore Unified	Elsinore High	234	1	8	1	12	24	140	39	0	459	1617
33751920105734	Riverside	Temecula Valley Unified	Great Oak High	223	11	52	2	44	30	379	100	0	841	1617
33751923330370	Riverside	Temecula Valley Unified	Temecula Valley High	173	1	9	0	18	16	281	47	1	546	1617
33751923330495	Riverside	Temecula Valley Unified	Rancho Vista High	31	1	1	1	1	7	22	7	0	71	1617
33751923330636	Riverside	Temecula Valley Unified	Susan H. Nelson	34	1	0	1	3	2	47	9	0	97	1617
33751923330743	Riverside	Temecula Valley Unified	Chaparral High	260	3	24	4	49	31	273	67	0	711	1617
33751923330917	Riverside	Temecula Valley Unified	Temecula Preparatory	27	0	3	0	5	6	33	6	0	80	1617
33752000100420	Riverside	Murrieta Valley Unified	Vista Murrieta High	277	1	47	13	50	68	305	60	1	822	1617
33752000102079	Riverside	Murrieta Valley Unified	Murrieta Canyon Academy	35	0	2	0	0	8	53	2	0	100	1617
33752000118794	Riverside	Murrieta Valley Unified	Murrieta Mesa High	174	8	22	1	15	29	217	25	0	491	1617
33752003330529	Riverside	Murrieta Valley Unified	Murrieta Valley High	152	3	22	1	16	20	289	19	0	522	1617
33752420109108	Riverside	Val Verde Unified	Citrus Hill High	388	1	4	5	2	74	22	3	0	499	1617
33752420123190	Riverside	Val Verde Unified	Val Verde Academy	8	0	0	0	0	2	1	0	0	11	1617
33752423330552	Riverside	Val Verde Unified	Rancho Verde High	490	2	15	3	14	171	35	8	0	738	1617
33752423330560	Riverside	Val Verde Unified	Val Verde High	147	2	0	0	0	45	9	2	0	205	1617
33769430132522	Riverside	SBE - Baypoint Preparatory Academy	Baypoint Preparatory Academy	0	0	0	0	0	0	1	0	0	1	1617
34103480106229	Sacramento	Sacramento County Office of Education	Palmiter Special Education	4	0	0	0	1	0	2	1	0	8	1617
34103480106237	Sacramento	Sacramento County Office of Education	Elinor Lincoln Hickey Jr./Sr. High	2	0	0	0	0	4	1	1	0	8	1617
34103480106245	Sacramento	Sacramento County Office of Education	North Area Community	17	0	5	0	0	11	2	4	0	39	1617
34103480106278	Sacramento	Sacramento County Office of Education	El Centro Jr./Sr. High	1	0	1	0	0	13	3	2	0	20	1617
34103480106302	Sacramento	Sacramento County Office of Education	Sacramento County ED Special Education	2	0	0	0	0	0	2	1	0	5	1617
34103480118745	Sacramento	Sacramento County Office of Education	Gerber Jr./Sr. High	8	0	1	1	0	15	1	0	0	26	1617
34322760330027	Sacramento	California Education Authority (CEA) Headquarters	Pine Grove Youth Conservation Camp	3	0	1	2	0	8	2	0	0	16	1617
34322763931250	Sacramento	California Education Authority (CEA) Headquarters	Johanna Boss High	11	0	0	0	0	16	7	0	0	34	1617
34322763990025	Sacramento	California Education Authority (CEA) Headquarters	N.A. Chaderjian High	20	0	0	0	0	20	5	0	0	45	1617
34322765637780	Sacramento	California Education Authority (CEA) Headquarters	Mary B. Perry High	34	0	1	0	0	25	2	0	0	62	1617
34673140000001	Sacramento	Elk Grove Unified	Nonpublic, Nonsectarian Schools	4	0	1	0	0	4	2	1	0	12	1617
34673140105916	Sacramento	Elk Grove Unified	Monterey Trail High	135	1	197	14	37	70	28	26	0	508	1617
34673140108753	Sacramento	Elk Grove Unified	Pleasant Grove High	90	3	118	2	30	38	213	32	0	526	1617
34673140116897	Sacramento	Elk Grove Unified	Cosumnes Oaks High	115	1	80	5	63	81	142	58	0	545	1617
